class,edge_density,avg_gradient
tuberculosis,0.02402496337890625,26.47439810344838
tuberculosis,0.0079803466796875,20.083240436716466
tuberculosis,0.032989501953125,27.930838669775024
tuberculosis,0.03792572021484375,29.10630753440818
tuberculosis,0.00377655029296875,18.59679885865696
tuberculosis,0.001567840576171875,14.178930691167544
tuberculosis,0.008052825927734375,17.658600163391768
tuberculosis,0.01141357421875,17.756877378096718
tuberculosis,0.038692474365234375,28.62745345843121
tuberculosis,0.027675628662109375,20.714587274318944
tuberculosis,0.045330047607421875,28.030519229261607
tuberculosis,0.016048431396484375,18.659213724007838
tuberculosis,0.008029937744140625,18.168412469320778
tuberculosis,0.03875732421875,28.97599888394142
tuberculosis,0.0402984619140625,24.557775386175134
tuberculosis,0.005794525146484375,15.45145271622951
tuberculosis,0.0154876708984375,22.939467331260452
tuberculosis,0.00417327880859375,17.303790010173483
tuberculosis,0.009014129638671875,21.350036826323056
tuberculosis,0.0206146240234375,25.173428205994796
tuberculosis,0.021137237548828125,19.3077926656827
tuberculosis,0.0380859375,28.339564828335696
tuberculosis,0.009891510009765625,17.693935546540455
tuberculosis,0.009830474853515625,22.49117197384611
tuberculosis,0.005321502685546875,9.949308607611659
tuberculosis,0.001430511474609375,13.546206738761661
tuberculosis,0.009342193603515625,19.925709968449272
tuberculosis,0.023914337158203125,25.99785358584559
tuberculosis,0.0081634521484375,21.15437633193429
tuberculosis,0.026706695556640625,31.5591791299589
tuberculosis,0.008747100830078125,18.401944091983257
tuberculosis,0.02848052978515625,20.659227785497354
tuberculosis,0.035907745361328125,23.335279035578065
tuberculosis,0.010219573974609375,24.637465722953614
tuberculosis,0.033870697021484375,27.130543791353542
tuberculosis,0.009571075439453125,21.524687074328767
tuberculosis,0.021984100341796875,25.512454833530885
tuberculosis,0.022705078125,21.130099380690023
tuberculosis,0.021526336669921875,20.878693256317227
tuberculosis,0.034893035888671875,29.70796903466634
tuberculosis,0.0,11.714333904429392
tuberculosis,0.006809234619140625,19.091480780749315
tuberculosis,0.031005859375,23.92279115529485
tuberculosis,0.006191253662109375,16.274312680040403
tuberculosis,0.024059295654296875,30.222450434469526
tuberculosis,0.0102081298828125,23.27036961503572
tuberculosis,0.002246856689453125,15.502813857856244
tuberculosis,0.025279998779296875,31.908247019033933
tuberculosis,0.006717681884765625,15.807361405242684
tuberculosis,0.00298309326171875,14.116459807711983
tuberculosis,0.027667999267578125,28.250707990715508
tuberculosis,0.010204315185546875,16.40585235322098
tuberculosis,0.012577056884765625,18.644443708733263
tuberculosis,0.008697509765625,22.661296074929727
tuberculosis,0.0241851806640625,20.277392665572158
tuberculosis,0.007869720458984375,20.878588907770563
tuberculosis,0.0063323974609375,25.38730584842215
tuberculosis,0.03533172607421875,25.337953162709304
tuberculosis,0.024078369140625,25.35262176613138
tuberculosis,0.0126495361328125,19.741801831377103
tuberculosis,0.003582000732421875,11.342249012801012
tuberculosis,0.02825927734375,24.57752062968853
tuberculosis,0.00685882568359375,17.83737528607527
tuberculosis,0.01494598388671875,21.341812145647694
tuberculosis,0.03202056884765625,27.48110900685087
tuberculosis,0.001232147216796875,11.125973215073866
tuberculosis,0.040264129638671875,32.90203755957072
tuberculosis,0.010211944580078125,16.42359235019996
tuberculosis,0.01021575927734375,19.209639277621008
tuberculosis,0.015476226806640625,23.644348933682156
tuberculosis,0.0081634521484375,16.41285702877681
tuberculosis,0.007289886474609375,20.488741407216818
tuberculosis,0.00743865966796875,20.24061015930127
tuberculosis,0.0169219970703125,17.54558959257653
tuberculosis,0.017940521240234375,23.926793932884216
tuberculosis,0.0089263916015625,21.909958872755578
tuberculosis,0.0090484619140625,17.0795564638929
tuberculosis,0.026248931884765625,24.117085404126346
tuberculosis,0.0204010009765625,25.300782095354673
tuberculosis,0.01058197021484375,22.683364273965953
tuberculosis,0.031307220458984375,24.152994256679143
tuberculosis,0.022617340087890625,19.232813471552404
tuberculosis,0.05971527099609375,31.265001819651904
tuberculosis,0.037982940673828125,30.199061822533206
tuberculosis,0.0115814208984375,21.525856840626215
tuberculosis,0.00189971923828125,12.80435182963574
tuberculosis,0.006511688232421875,15.947983459494312
tuberculosis,0.002796173095703125,17.628285584012666
tuberculosis,0.03680419921875,23.55034583486911
tuberculosis,0.021755218505859375,22.874788173260004
tuberculosis,0.03928375244140625,27.36497176850261
tuberculosis,0.007129669189453125,21.70382668096562
tuberculosis,0.009853363037109375,19.917753744935123
tuberculosis,0.009796142578125,24.33840878110392
tuberculosis,0.017208099365234375,25.32309294403901
tuberculosis,0.02721405029296875,27.65113273909942
tuberculosis,0.028045654296875,22.04911064716624
tuberculosis,0.03119659423828125,23.927806409435686
tuberculosis,0.037975311279296875,26.950171749557537
tuberculosis,0.017215728759765625,23.69146989629847
normal,0.03504180908203125,26.47464032884158
normal,0.027942657470703125,25.358983817742768
normal,0.0567779541015625,34.57867725301994
normal,0.01721954345703125,20.895185734228328
normal,0.024078369140625,20.735355146376925
normal,0.03424072265625,23.032985494776174
normal,0.0254364013671875,15.73769121635945
normal,0.029052734375,25.04352461388049
normal,0.03516387939453125,24.697154767189605
normal,0.039073944091796875,23.135804683686423
normal,0.049312591552734375,30.906979450760534
normal,0.046878814697265625,30.91885553654137
normal,0.026676177978515625,21.410958838460306
normal,0.057788848876953125,31.815733963363055
normal,0.03252410888671875,24.489144093416208
normal,0.03569793701171875,24.620217757125964
normal,0.04650115966796875,29.857608772519097
normal,0.0322265625,24.745972348774423
normal,0.048248291015625,32.38471017348199
normal,0.048580169677734375,30.40797678326084
normal,0.035259246826171875,24.70760129011558
normal,0.02519989013671875,21.530967512892996
normal,0.028987884521484375,25.66170387808139
normal,0.021228790283203125,20.73833250292293
normal,0.037769317626953125,29.087552984602294
normal,0.020397186279296875,27.545039242245558
normal,0.03290557861328125,26.360556210477014
normal,0.01265716552734375,16.292632820579563
normal,0.042572021484375,27.66875753065615
normal,0.02521514892578125,23.40541728977543
normal,0.05243682861328125,27.351279121383833
normal,0.03794097900390625,24.692329094841956
normal,0.029987335205078125,25.96183792051164
normal,0.0181427001953125,25.711051527625738
normal,0.01548004150390625,18.58870960166383
normal,0.0199432373046875,23.129552018386306
normal,0.040248870849609375,29.346109042431554
normal,0.06949996948242188,33.97224456193008
normal,0.030643463134765625,22.898630300201866
normal,0.041225433349609375,28.01271231976308
normal,0.039737701416015625,32.77718076423081
normal,0.03800201416015625,24.784146572869755
normal,0.07059097290039062,35.74809970315825
normal,0.06870651245117188,34.89397534781802
normal,0.02960205078125,22.71686473134616
normal,0.046382904052734375,28.4443035886045
normal,0.040340423583984375,25.45333766592643
normal,0.027843475341796875,20.915210248599223
normal,0.05889129638671875,33.7760207710388
normal,0.036083221435546875,25.04712516194808
normal,0.054935455322265625,28.004849706615374
normal,0.03948211669921875,25.287682803792475
normal,0.028957366943359375,23.688550618009952
normal,0.048015594482421875,21.558607291830885
normal,0.025760650634765625,22.071886837528265
normal,0.035228729248046875,24.25226717035351
normal,0.03855133056640625,27.461817481772233
normal,0.0298614501953125,25.501528187719174
normal,0.0238037109375,19.939905937305266
normal,0.012691497802734375,22.338673122903835
normal,0.03022003173828125,22.40152346465147
normal,0.019306182861328125,19.636732802969323
normal,0.03226470947265625,23.62547915797618
normal,0.03509521484375,24.60402642365038
normal,0.03173065185546875,23.178620723807253
normal,0.0197296142578125,17.673702095058225
normal,0.016998291015625,14.860038482366445
normal,0.044506072998046875,26.06094964103771
