class,edge_density,avg_gradient
normal,0.03777313232421875,27.297228928296917
normal,0.02275848388671875,26.84882025504194
normal,0.017635345458984375,26.473473721561284
normal,0.041088104248046875,29.18388034633497
normal,0.030651092529296875,23.593892830092773
normal,0.07067489624023438,34.77032555413978
normal,0.03914642333984375,26.57197976144149
normal,0.038311004638671875,25.084365395396787
normal,0.04120635986328125,29.58719671075236
normal,0.038177490234375,26.95837062490733
normal,0.02165985107421875,18.93451809497127
normal,0.04027557373046875,24.46218674942473
normal,0.03894805908203125,29.588785553395436
normal,0.08560562133789062,38.268603522870414
normal,0.03871917724609375,28.02921341046227
normal,0.024810791015625,21.89211146158968
normal,0.017704010009765625,17.09189320491254
normal,0.026805877685546875,22.163901775866808
normal,0.043720245361328125,25.70928892140174
normal,0.0494232177734375,28.133760781149125
normal,0.02153778076171875,18.30262975799205
normal,0.02854156494140625,21.730727128698447
normal,0.07635116577148438,35.337578516516004
normal,0.036960601806640625,25.383237756490807
normal,0.042751312255859375,28.66871547284293
normal,0.07653045654296875,36.256518876179655
normal,0.06711578369140625,37.26857553236527
normal,0.04827880859375,29.495737346393376
normal,0.047077178955078125,31.9571624830166
normal,0.0109100341796875,18.078490964075954
normal,0.02501678466796875,16.21168178325726
normal,0.036113739013671875,26.6787172480916
pneumonia,0.057155609130859375,34.125719204108435
pneumonia,0.043426513671875,27.58372994191636
pneumonia,0.019512176513671875,21.065804908027705
pneumonia,0.014980316162109375,22.25950267679151
pneumonia,0.02169036865234375,19.842849700882994
pneumonia,0.037017822265625,25.037547829939594
pneumonia,0.03907012939453125,27.066924942590454
pneumonia,0.04055023193359375,29.318317753910613
pneumonia,0.042407989501953125,25.369087574751926
pneumonia,0.05931854248046875,33.261448876484245
pneumonia,0.052646636962890625,32.5464981029669
pneumonia,0.053211212158203125,30.487445375266724
pneumonia,0.07088088989257812,33.200951679491155
pneumonia,0.036487579345703125,23.907726038702744
pneumonia,0.016941070556640625,18.054811728948184
pneumonia,0.0366973876953125,21.719866665085547
pneumonia,0.044063568115234375,25.21682705791088
pneumonia,0.02114105224609375,22.039096564911297
pneumonia,0.07207107543945312,34.44561518913456
pneumonia,0.0473480224609375,30.45094897350423
pneumonia,0.04261016845703125,26.26414276464488
pneumonia,0.050830841064453125,31.819447703281515
pneumonia,0.05503082275390625,34.81414506238174
pneumonia,0.05094146728515625,26.473447153003065
pneumonia,0.05035400390625,31.128363480085184
pneumonia,0.033252716064453125,26.427197903993743
pneumonia,0.030643463134765625,23.948369010010886
pneumonia,0.04698944091796875,29.830555582709827
pneumonia,0.014804840087890625,18.287660318388507
pneumonia,0.034168243408203125,23.159283049688316
pneumonia,0.11931610107421875,41.650819868487375
pneumonia,0.018707275390625,20.006327337844812
pneumonia,0.018085479736328125,21.906045734172796
pneumonia,0.025279998779296875,26.032204511681492
pneumonia,0.015735626220703125,23.526681572067183
pneumonia,0.051090240478515625,30.419208811215842
pneumonia,0.029998779296875,22.558594222324416
pneumonia,0.05649566650390625,33.190150147911794
pneumonia,0.0503692626953125,30.145246165351065
pneumonia,0.03690338134765625,29.045927850312268
pneumonia,0.0367279052734375,27.139130661780655
pneumonia,0.016529083251953125,18.855089284201895
pneumonia,0.033039093017578125,24.714046213051027
pneumonia,0.059844970703125,33.18625155575447
pneumonia,0.058513641357421875,32.84702988609697
pneumonia,0.051601409912109375,29.56730609506076
pneumonia,0.03243255615234375,30.484803039115548
pneumonia,0.009540557861328125,18.91816761300043
pneumonia,0.03586578369140625,30.818358499698164
pneumonia,0.03777313232421875,27.297228928296917
pneumonia,0.055202484130859375,33.09080760792861
pneumonia,0.04395294189453125,32.299919458096895
pneumonia,0.050395965576171875,30.218178404121144
pneumonia,0.07943344116210938,36.96028589534164
pneumonia,0.01857757568359375,22.45713552034624
pneumonia,0.06934356689453125,36.11025280944926
pneumonia,0.0219573974609375,18.576370585424296
pneumonia,0.06277847290039062,35.03031528114802
pneumonia,0.040927886962890625,29.066036441710615
pneumonia,0.011844635009765625,19.972706992435654
pneumonia,0.02161407470703125,22.29429154319486
pneumonia,0.01976776123046875,22.664343171657926
pneumonia,0.0416412353515625,26.58657381612243
pneumonia,0.0369110107421875,24.85206716621482
pneumonia,0.036273956298828125,24.639947243417343
pneumonia,0.05747222900390625,33.61687823920552
pneumonia,0.019287109375,18.278275577130508
pneumonia,0.016452789306640625,20.073953866533998
pneumonia,0.048126220703125,29.018813209234622
pneumonia,0.0373992919921875,21.953967182777
pneumonia,0.060314178466796875,34.267405744612404
pneumonia,0.050823211669921875,32.229340435753514
pneumonia,0.02573394775390625,23.85868774272106
pneumonia,0.040309906005859375,28.045572264223356
pneumonia,0.0332183837890625,29.027301481974106
pneumonia,0.003932952880859375,10.709272272779883
pneumonia,0.018314361572265625,22.27402513130903
pneumonia,0.04339599609375,26.995369685618872
pneumonia,0.00353240966796875,15.93466653750025
pneumonia,0.042278289794921875,25.94145083186799
pneumonia,0.07206344604492188,37.061861825949094
pneumonia,0.05190277099609375,30.66416484290538
pneumonia,0.06839370727539062,36.12022545713678
pneumonia,0.040584564208984375,27.69136832379923
pneumonia,0.038482666015625,27.88842232794083
pneumonia,0.057285308837890625,35.97524024842623
pneumonia,0.008686065673828125,16.16456042017421
pneumonia,0.021305084228515625,19.432002600281844
pneumonia,0.022434234619140625,18.5537269429904
pneumonia,0.01030731201171875,14.463365120250277
pneumonia,0.004978179931640625,12.22136970043099
pneumonia,0.023334503173828125,21.90820945423342
pneumonia,0.037418365478515625,30.570587126298797
pneumonia,0.0731048583984375,41.278845810457305
pneumonia,0.051120758056640625,30.541906405085363
pneumonia,0.015911102294921875,18.20311600747102
pneumonia,0.0384979248046875,26.15218530364539
pneumonia,0.035419464111328125,22.758113929721652
pneumonia,0.02433013916015625,21.023189393436404
pneumonia,0.029010772705078125,26.188516380964415
